number_of_targets,number_of_species,threshold
1.27,1.0,34
2.07,2.0,34
2.63,3.0,34
3.04,4.0,34
3.33,5.0,34
3.65,6.0,34
3.92,7.0,34
4.08,8.0,34
4.22,9.0,34
4.3,10.0,34
4.42,11.0,34
4.51,12.0,34
4.54,13.0,34
4.58,14.0,34
4.68,15.0,34
4.71,16.0,34
4.77,17.0,34
4.79,18.0,34
4.83,19.0,34
4.87,20.0,34
4.89,21.0,34
4.9,22.0,34
4.91,23.0,34
4.91,24.0,34
4.93,25.0,34
4.93,26.0,34
4.93,27.0,34
4.94,28.0,34
4.95,29.0,34
4.95,30.0,34
4.97,31.0,34
4.97,32.0,34
4.99,33.0,34
4.99,34.0,34
4.99,35.0,34
4.99,36.0,34
4.99,37.0,34
5.0,38.0,34
5.0,39.0,34
5.0,40.0,34
5.0,41.0,34
5.0,42.0,34
5.0,43.0,34
5.0,44.0,34
5.0,45.0,34
5.0,46.0,34
5.0,47.0,34
5.0,48.0,34
5.0,49.0,34
5.0,50.0,34
5.0,51.0,34
5.0,52.0,34
5.0,53.0,34
5.0,54.0,34
5.0,55.0,34
5.0,56.0,34
5.0,57.0,34
5.0,58.0,34
5.0,59.0,34
5.0,60.0,34
5.0,61.0,34
5.0,62.0,34
5.0,63.0,34
5.0,64.0,34
5.0,65.0,34
5.0,66.0,34
5.0,67.0,34
5.0,68.0,34
5.0,69.0,34
5.0,70.0,34
5.0,71.0,34
5.0,72.0,34
5.0,73.0,34
5.0,74.0,34
5.0,75.0,34
5.0,76.0,34
5.0,77.0,34
5.0,78.0,34
5.0,79.0,34
5.0,80.0,34
5.0,81.0,34
5.0,82.0,34
5.0,83.0,34
5.0,84.0,34
5.0,85.0,34
5.0,86.0,34
5.0,87.0,34
5.0,88.0,34
5.0,89.0,34
5.0,90.0,34
5.0,91.0,34
5.0,92.0,34
5.0,93.0,34
5.0,94.0,34
5.0,95.0,34
5.0,96.0,34
5.0,97.0,34
5.0,98.0,34
5.0,99.0,34
5.0,100.0,34
5.0,101.0,34
5.0,102.0,34
5.0,103.0,34
5.0,104.0,34
5.0,105.0,34
5.0,106.0,34
5.0,107.0,34
5.0,108.0,34
