species,taxon,max_size,max_length,TL,CA_mg,EPA_g,DHA_g,FE_mg,ZN_mg,HG_mcg,FAT,PROTCNT_g,lwA,lwB,Habitat,Subgroup,Abs_lat
Protopterus aethiopicus,Miscellaneous freshwater fishes,NA,200,3.4,NA,0.00621,0.0391,NA,NA,NA,NA,NA,NA,NA,freshwater,Finfish,0.755775
Protopterus aethiopicus,Miscellaneous freshwater fishes,NA,200,3.4,NA,0.02162,0.022,NA,NA,NA,NA,NA,NA,NA,freshwater,Finfish,1.433393
Protopterus aethiopicus,Miscellaneous freshwater fishes,NA,200,3.4,NA,0.005,0.064,NA,NA,NA,NA,NA,NA,NA,freshwater,Finfish,1.504705
Protopterus annectens,Miscellaneous freshwater fishes,0.464493161010483,44.3,3.4,NA,0.37942366,0.82104792,NA,NA,NA,NA,NA,0.00339,3.12,freshwater,Finfish,0.033333
Scophthalmus maximus,"Flounders, halibuts, soles",14.1251431203305,100,4,NA,0.0941512,0.2685449,0.08,0.12,NA,NA,148,0.01122,3.05,marine,Finfish,42.575055
Scophthalmus maximus,"Flounders, halibuts, soles",14.1251431203305,100,4,NA,NA,NA,NA,NA,NA,NA,NA,0.01122,3.05,marine,Finfish,53.164164
Scophthalmus maximus,"Flounders, halibuts, soles",14.1251431203305,100,4,NA,NA,NA,NA,NA,NA,NA,NA,0.01122,3.05,marine,Finfish,53.164164
Scophthalmus maximus,"Flounders, halibuts, soles",12.1705271599957,100,3.05,NA,NA,NA,NA,NA,NA,NA,145,0.016799999,2.930000067,marine,Finfish,51.896892
Pseudoplatystoma corruscans,Miscellaneous freshwater fishes,50.6483746515233,166,4.5,NA,0.010995016,0.061789175,NA,NA,NA,2.5,NA,0.00631,3.11,freshwater,Finfish,16.837027
Pseudoplatystoma fasciatum,Miscellaneous freshwater fishes,13.2434068834703,104,4.4,NA,NA,NA,NA,NA,NA,NA,159,0.00891,3.06,freshwater,Finfish,7.584134
Pseudoplatystoma fasciatum,Miscellaneous freshwater fishes,13.2434068834703,104,4.4,NA,NA,NA,NA,NA,NA,NA,150,0.00891,3.06,freshwater,Finfish,7.584134
Pseudoplatystoma fasciatum,Miscellaneous freshwater fishes,13.2434068834703,104,4.4,24.5,0.01,NA,NA,NA,NA,NA,193,0.00891,3.06,freshwater,Finfish,5.816764
Puntioplites proctozystron,"Carps, barbels and other cyprinids",0.272916341239469,30,2.7,851.73,NA,NA,1.1,1.66837,NA,NA,NA,0.00977,3.01,freshwater,Finfish,12.265754
Puntius sophore,"Carps, barbels and other cyprinids",0.0809808237247298,18,2.8,NA,NA,NA,NA,NA,NA,NA,NA,0.01349,3.01,freshwater,Finfish,24.4333
Puntius sophore,"Carps, barbels and other cyprinids",0.0809808237247298,18,2.8,NA,NA,NA,NA,NA,NA,NA,NA,0.01349,3.01,freshwater,Finfish,24.4333
Puntius sophore,"Carps, barbels and other cyprinids",0.0809808237247298,18,2.8,NA,NA,NA,NA,NA,NA,NA,NA,0.01349,3.01,freshwater,Finfish,24.4333
Puntius semifasciolatus,"Carps, barbels and other cyprinids",0.0184481563281648,12,2.9,NA,0.01574542,0.03601939,NA,NA,NA,0.9,NA,0.01122,2.98,freshwater,Finfish,15.190255
Puntius semifasciolatus,"Carps, barbels and other cyprinids",0.0368557897288053,15,2.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01122,2.99,freshwater,Finfish,24.4333
Pethia ticto,"Carps, barbels and other cyprinids",0.0181990941651246,10,2.2,NA,NA,NA,NA,NA,NA,NA,NA,0.01738,3.02,freshwater,Finfish,24.4333
Rasbora tornieri,"Carps, barbels and other cyprinids",0.0281642945676965,17,3.2,812.59,NA,NA,0.73,3.055239,NA,NA,NA,0.00457,3.08,freshwater,Finfish,12.265754
Rasbora tornieri,"Carps, barbels and other cyprinids",0.0281642945676965,17,3.2,NA,NA,NA,NA,NA,NA,NA,NA,0.00457,3.08,freshwater,Finfish,12.265754
Rasbora tornieri,"Carps, barbels and other cyprinids",0.0281642945676965,17,3.2,NA,NA,NA,NA,NA,NA,NA,NA,0.00457,3.08,freshwater,Finfish,12.265754
Rastrelliger brachysoma,Miscellaneous pelagic fishes,0.88201270279456,32,2.72,NA,NA,NA,NA,NA,NA,NA,222,0.013,3.210000038,marine,Finfish,9.71212
Rastrelliger kanagurta,Miscellaneous pelagic fishes,0.387492582255999,32,3.19,NA,NA,NA,NA,NA,NA,NA,205,0.0061,3.190999985,marine,Finfish,3.144341
Rastrineobola argentea,Miscellaneous freshwater fishes,0.00574739703928607,9,3.4,NA,0.14587456,0.17953792,NA,NA,NA,NA,NA,0.00676,3.07,freshwater,Finfish,0.033333
Rastrineobola argentea,"Carps, barbels and other cyprinids",0.00574739703928607,9,3.4,NA,NA,NA,NA,NA,NA,NA,NA,0.00676,3.07,freshwater,Finfish,2.516667
Rastrineobola argentea,"Carps, barbels and other cyprinids",0.00574739703928607,9,3.4,NA,NA,NA,NA,NA,NA,NA,NA,0.00676,3.07,freshwater,Finfish,2.516667
Reinhardtius hippoglossoides,"Flounders, halibuts, soles",2.56369460597253,66,4.48,NA,NA,NA,NA,NA,NA,NA,NA,0.003028,3.257800102,marine,Finfish,60.529651
Reinhardtius hippoglossoides,"Flounders, halibuts, soles",2.56369460597253,66,4.48,NA,NA,NA,NA,NA,NA,NA,NA,0.003028,3.257800102,marine,Finfish,60.529651
Reinhardtius hippoglossoides,"Flounders, halibuts, soles",2.56369460597253,66,4.48,5.9,NA,NA,0.09,0.32,66,NA,20,0.003028,3.257800102,marine,Finfish,63.968654
Rhizoprionodon terraenovae,"Sharks, rays, chimaeras",7.32404975109148,110,4.3,NA,0.01,0.068,NA,NA,NA,0.52,262,0.00525,3.01,marine,Finfish,25.304304
Rutilus frisii,"Carps, barbels and other cyprinids",4.19681782922647,70,3.5,NA,0.17597208,0.127133452,NA,NA,NA,1.52,NA,0.00871,3.08,freshwater,Finfish,37
Rutilus frisii,"Carps, barbels and other cyprinids",4.19681782922647,70,3.5,NA,0.27876758,NA,NA,NA,NA,6.72,NA,0.00871,3.08,freshwater,Finfish,35.707481
Rutilus frisii,"Carps, barbels and other cyprinids",4.19681782922647,70,3.5,7.59,NA,NA,0.12,0.150696,NA,NA,228,0.00871,3.08,freshwater,Finfish,35.707481
Rutilus frisii,"Carps, barbels and other cyprinids",4.19681782922647,70,3.5,NA,NA,NA,0.56,0.0633,NA,NA,NA,0.00871,3.08,freshwater,Finfish,36.309508
Rutilus rutilus,"Carps, barbels and other cyprinids",1.74428415186379,50,2.8,13.02,NA,NA,0.19,0.35989,NA,NA,NA,0.00776,3.15,freshwater,Finfish,54.084241
Rutilus rutilus,"Carps, barbels and other cyprinids",1.74428415186379,50,2.8,19.12,NA,NA,0.18,0.393507,NA,NA,NA,0.00776,3.15,freshwater,Finfish,54.117096
Rutilus rutilus,"Carps, barbels and other cyprinids",1.74428415186379,50,2.8,19.5,NA,NA,0.2,0.483252,NA,NA,NA,0.00776,3.15,freshwater,Finfish,54.00394
Rutilus rutilus,"Carps, barbels and other cyprinids",1.74428415186379,50,2.8,NA,NA,NA,NA,NA,NA,NA,NA,0.00776,3.15,freshwater,Finfish,53.875369
Rutilus rutilus,"Carps, barbels and other cyprinids",1.74428415186379,50,2.8,21.63,NA,NA,0.19,1.22148,NA,NA,NA,0.00776,3.15,freshwater,Finfish,54.084241
Rutilus rutilus,"Carps, barbels and other cyprinids",1.74428415186379,50,2.8,12.78,NA,NA,0.19,1.102244,NA,NA,NA,0.00776,3.15,freshwater,Finfish,54.00394
Salmo salar,"Salmons, trouts, smelts",17.04554172,123,4.43,NA,0.459944842,3.23096521,NA,NA,NA,NA,114,0.00916,3,marine,Finfish,55.028022
Salmo salar,"Salmons, trouts, smelts",17.04554172,123,4.43,NA,NA,NA,NA,NA,NA,NA,NA,0.00916,3,marine,Finfish,53.41291
Salmo salar,"Salmons, trouts, smelts",17.04554172,123,4.43,NA,NA,NA,NA,NA,NA,NA,NA,0.00916,3,marine,Finfish,53.41291
Salvelinus fontinalis,"Salmons, trouts, smelts",6.63017735203653,86,3.1,3.1,0.08,0.37,0.18,0.8,56,NA,51,0.00912,3.03,freshwater,Finfish,52.998485
Salvelinus fontinalis,"Salmons, trouts, smelts",6.63017735203653,86,3.1,12.7,0.24,0.46,0.33,0.8,78,NA,75,0.00912,3.03,freshwater,Finfish,47.878794
Salvelinus namaycush,"Salmons, trouts, smelts",32.4947916987658,150,4.3,3,0.14,0.3,0.2,0.5,49,NA,23,0.00871,3.02,freshwater,Finfish,52.636704
Sander lucioperca,Miscellaneous freshwater fishes,10.9674608918309,100,4.3,NA,0.0358448,0.0529336,NA,NA,NA,0.6,NA,0.00692,3.1,freshwater,Finfish,41.53
Sander lucioperca,Miscellaneous freshwater fishes,10.9674608918309,100,4.3,NA,NA,NA,NA,NA,NA,NA,NA,0.00692,3.1,freshwater,Finfish,61.92411
Sander lucioperca,"Carps, barbels and other cyprinids",10.9674608918309,100,4.3,54,NA,NA,0.7,0.9,69,NA,180,0.00692,3.1,freshwater,Finfish,41.53
Sander lucioperca,"Carps, barbels and other cyprinids",10.9674608918309,100,4.3,51,NA,NA,0.7,0.7,65,NA,220,0.00692,3.1,freshwater,Finfish,41.53
Sander lucioperca,Miscellaneous freshwater fishes,10.9674608918309,100,4.3,NA,0.033573,0.109269,NA,NA,NA,NA,102,0.00692,3.1,freshwater,Finfish,53.866389
Sander lucioperca,Miscellaneous freshwater fishes,10.9674608918309,100,4.3,NA,NA,NA,NA,1.32,NA,NA,102,0.00692,3.1,freshwater,Finfish,36.967401
Sander lucioperca,Miscellaneous freshwater fishes,10.9674608918309,100,4.3,NA,0.054579322,NA,NA,NA,NA,1.97,NA,0.00692,3.1,freshwater,Finfish,35.707481
Sander lucioperca,Miscellaneous freshwater fishes,10.9674608918309,100,4.3,NA,0.002842752,0.005952012,NA,NA,NA,0.12,129,0.00692,3.1,freshwater,Finfish,36.967401
Sander lucioperca,Miscellaneous freshwater fishes,10.9674608918309,100,4.3,NA,0.00251029,0.00835193,NA,NA,NA,0.1,103,0.00692,3.1,freshwater,Finfish,38.023757
Sander lucioperca,Miscellaneous freshwater fishes,10.9674608918309,100,4.3,80.56,NA,NA,0.31,0.71,NA,NA,NA,0.00692,3.1,freshwater,Finfish,37.866667
Sander lucioperca,Miscellaneous freshwater fishes,10.9674608918309,100,4.3,77.88,NA,NA,0.17,0.582,NA,NA,NA,0.00692,3.1,freshwater,Finfish,37
Sander lucioperca,Miscellaneous freshwater fishes,10.9674608918309,100,4.3,NA,0.009422673,0.06509256,NA,NA,NA,0.39,NA,0.00692,3.1,freshwater,Finfish,37
Sander lucioperca,Miscellaneous freshwater fishes,10.9674608918309,100,4.3,14.16,NA,NA,0.09,0.074482,NA,NA,198,0.00692,3.1,freshwater,Finfish,35.707481
Sander vitreus,Miscellaneous freshwater fishes,15.9638596717273,107,4.5,NA,NA,NA,NA,NA,NA,NA,89,0.00617,3.16,freshwater,Finfish,42.740759
Sarda orientalis,"Tunas, bonitos, billfishes",10.2926275009018,95,4.18,NA,0.0434448,0.1665384,NA,NA,NA,0.8,NA,0.0217,2.869999886,marine,Finfish,32.750286
Sarda orientalis,"Tunas, bonitos, billfishes",10.2926275009018,95,4.18,NA,0.1449726,0.5486218,NA,NA,NA,3.2,NA,0.0217,2.869999886,marine,Finfish,32.750286
Sarda orientalis,"Tunas, bonitos, billfishes",10.2926275009018,95,4.18,NA,0.0397119,0.1623311,NA,NA,NA,0.9,NA,0.0217,2.869999886,marine,Finfish,32.750286
Sarda sarda,"Tunas, bonitos, billfishes",8.35721330582242,90,4.2,70.05,NA,NA,13.22,0.412,70,NA,209,0.0051,3.180000067,marine,Finfish,41.00527
Sarda sarda,"Tunas, bonitos, billfishes",8.35721330582242,90,4.2,12.16,NA,NA,2.25,0.5549,39,NA,148,0.0051,3.180000067,marine,Finfish,41.00527
Sarda sarda,"Tunas, bonitos, billfishes",8.35721330582242,90,4.2,21.29,NA,NA,7.99,1.8137,44,NA,209,0.0051,3.180000067,marine,Finfish,41.00527
Sarda sarda,"Tunas, bonitos, billfishes",8.35721330582242,90,4.2,83.49,NA,NA,16.79,2.3925,43,NA,216,0.0051,3.180000067,marine,Finfish,41.00527
Sarda sarda,"Tunas, bonitos, billfishes",8.35721330582242,90,4.2,21.17,NA,NA,2.52,0.456,52,NA,234,0.0051,3.180000067,marine,Finfish,41.00527
Sarda sarda,"Tunas, bonitos, billfishes",8.35721330582242,90,4.2,63.77,NA,NA,7.97,1.7805,59,NA,137,0.0051,3.180000067,marine,Finfish,41.00527
Sarda sarda,"Tunas, bonitos, billfishes",8.35721330582242,90,4.2,20.38,NA,NA,1.92,0.1195,60,NA,271,0.0051,3.180000067,marine,Finfish,41.00527
Sarda sarda,"Tunas, bonitos, billfishes",8.35721330582242,90,4.2,71.08,NA,NA,13.37,0.513,77,NA,93,0.0051,3.180000067,marine,Finfish,41.00527
Sarda sarda,"Tunas, bonitos, billfishes",8.35721330582242,90,4.2,79.2,NA,NA,0.48,0.2116,45,NA,250,0.0051,3.180000067,marine,Finfish,41.00527
Sarda sarda,"Tunas, bonitos, billfishes",8.35721330582242,90,4.2,NA,0.64443782,0.125495786,NA,NA,NA,18.33,138,0.0051,3.180000067,marine,Finfish,42.163403
Sarda sarda,"Tunas, bonitos, billfishes",8.35721330582242,90,4.2,21.28,NA,NA,1.25,0.4969,72,NA,199,0.0051,3.180000067,marine,Finfish,41.00527
Sarda sarda,"Tunas, bonitos, billfishes",8.35721330582242,90,4.2,NA,0.27328,0.1952,NA,NA,NA,2.44,NA,0.0051,3.180000067,marine,Finfish,23.372169
Sarda sarda,"Tunas, bonitos, billfishes",8.35721330582242,90,4.2,NA,NA,NA,NA,NA,NA,NA,275,0.0051,3.180000067,marine,Finfish,39.019184
Sarda sarda,"Tunas, bonitos, billfishes",8.35721330582242,90,4.2,59.39,NA,NA,4.47,1.4589,51,NA,261,0.0051,3.180000067,marine,Finfish,41.00527
Sarda sarda,"Tunas, bonitos, billfishes",8.35721330582242,90,4.2,NA,0.04522,0.13566,NA,NA,NA,NA,NA,0.0051,3.180000067,marine,Finfish,39.019184
Sarda sarda,"Tunas, bonitos, billfishes",8.35721330582242,90,4.2,50.53,NA,NA,1.98,1.5755,68,NA,263,0.0051,3.180000067,marine,Finfish,41.00527
Sarda sarda,"Tunas, bonitos, billfishes",8.35721330582242,90,4.2,NA,NA,NA,NA,NA,NA,NA,138,0.0051,3.180000067,marine,Finfish,39.019184
Sardina pilchardus,"Herrings, sardines, anchovies",0.171516039218113,27.5,3.1,NA,0.18088,0.54264,NA,NA,NA,NA,NA,0.00676,3.06,marine,Finfish,39.019184
Sardina pilchardus,"Herrings, sardines, anchovies",0.171516039218113,27.5,3.1,NA,NA,NA,NA,NA,NA,NA,101,0.00676,3.06,marine,Finfish,39.019184
Sardina pilchardus,"Herrings, sardines, anchovies",0.171516039218113,27.5,3.1,NA,NA,NA,NA,NA,NA,NA,101,0.00676,3.06,marine,Finfish,39.019184
Sardina pilchardus,"Herrings, sardines, anchovies",0.171516039218113,27.5,3.1,NA,NA,NA,NA,NA,NA,NA,40,0.00676,3.06,marine,Finfish,39.019184
Sardina pilchardus,"Herrings, sardines, anchovies",0.13457199648624,25,3.1,NA,0.756033343,1.469979064,NA,NA,NA,7.36,NA,0.0071,3.059999943,marine,Finfish,41.85509
Sardina pilchardus,"Herrings, sardines, anchovies",0.13457199648624,25,3.1,NA,0.223955595,0.456578635,NA,NA,NA,3.15,267,0.0071,3.059999943,marine,Finfish,41.87194
Sardina pilchardus,"Herrings, sardines, anchovies",0.13457199648624,25,3.1,NA,0.04239365,0.182088036,NA,NA,NA,0.78,200,0.0071,3.059999943,marine,Finfish,41.87194
Sardina pilchardus,"Herrings, sardines, anchovies",0.13457199648624,25,3.1,NA,NA,NA,NA,NA,NA,NA,NA,0.0071,3.059999943,marine,Finfish,52.355518
Sardina pilchardus,"Herrings, sardines, anchovies",0.13457199648624,25,3.1,NA,0.157890744,0.253980818,NA,NA,NA,2.29,274,0.0071,3.059999943,marine,Finfish,41.87194
Sardina pilchardus,"Herrings, sardines, anchovies",0.13457199648624,25,3.1,NA,0.177021601,0.783580986,NA,NA,NA,2.87,NA,0.0071,3.059999943,marine,Finfish,41.85509
Sardina pilchardus,"Herrings, sardines, anchovies",0.13457199648624,25,3.1,NA,0.030018492,0.096160932,NA,NA,NA,0.54,196,0.0071,3.059999943,marine,Finfish,41.87194
Sardinella aurita,"Herrings, sardines, anchovies",0.10045515230663,25,3.21,NA,0.36205767,0.41156983,NA,NA,NA,3.47,NA,0.0053,3.059999943,marine,Finfish,38.963745
Sardinella aurita,"Herrings, sardines, anchovies",0.10045515230663,25,3.21,NA,1.368863,0.891139,NA,NA,NA,10,NA,0.0053,3.059999943,marine,Finfish,14.764504
Sardinella aurita,"Herrings, sardines, anchovies",0.10045515230663,25,3.21,NA,0.9418079,0.83906522,NA,NA,NA,NA,164,0.0053,3.059999943,marine,Finfish,34.208024
Sardinella aurita,"Herrings, sardines, anchovies",0.10045515230663,25,3.21,NA,NA,NA,NA,NA,NA,NA,184,0.0053,3.059999943,marine,Finfish,34.208024
Sardinella aurita,"Herrings, sardines, anchovies",0.10045515230663,25,3.21,NA,NA,NA,NA,NA,NA,NA,165,0.0053,3.059999943,marine,Finfish,34.208024
Sardinella aurita,"Herrings, sardines, anchovies",0.10045515230663,25,3.21,NA,NA,NA,NA,NA,NA,NA,174,0.0053,3.059999943,marine,Finfish,34.208024
Sardinella aurita,"Herrings, sardines, anchovies",0.10045515230663,25,3.21,NA,NA,NA,NA,NA,NA,NA,161,0.0053,3.059999943,marine,Finfish,34.208024
Sardinella aurita,"Herrings, sardines, anchovies",0.10045515230663,25,3.21,NA,0.318495,0.0780625,NA,NA,NA,3.5,NA,0.0053,3.059999943,marine,Finfish,14.764504
Sardinella aurita,"Herrings, sardines, anchovies",0.10045515230663,25,3.21,NA,NA,NA,NA,NA,NA,NA,172,0.0053,3.059999943,marine,Finfish,34.208024
Sardinella aurita,"Herrings, sardines, anchovies",0.10045515230663,25,3.21,NA,NA,NA,NA,NA,NA,NA,177,0.0053,3.059999943,marine,Finfish,34.208024
Sardinella aurita,"Herrings, sardines, anchovies",0.10045515230663,25,3.21,NA,NA,NA,NA,NA,NA,NA,196,0.0053,3.059999943,marine,Finfish,34.208024
Sardinella brasiliensis,"Herrings, sardines, anchovies",0.139485701806102,25,3.1,NA,0.69615,1.84275,NA,NA,NA,8.19,NA,0.00351,3.289999962,marine,Finfish,23.372169
Sardinella fimbriata,"Herrings, sardines, anchovies",0.0170024351019086,13,2.7,NA,NA,NA,NA,NA,NA,NA,139,0.00794,2.99,marine,Finfish,3.144341
Sardinella maderensis,"Herrings, sardines, anchovies",0.311963567355528,35,3.2,NA,1.61435,1.0503,NA,NA,NA,21,NA,0.00654,3.029999971,marine,Finfish,14.764504
Sardinella maderensis,"Herrings, sardines, anchovies",0.311963567355528,35,3.2,NA,0.524552,0.312018,NA,NA,NA,5,NA,0.00654,3.029999971,marine,Finfish,14.764504
Sardinella gibbosa,"Herrings, sardines, anchovies",0.233807904742242,31,3.4,398.52,0.004056171,0.032681149,1.83,1.56702,NA,NA,210,0.00708,3.03,marine,Finfish,4.565474
Sardinella gibbosa,"Herrings, sardines, anchovies",0.233807904742242,31,3.4,NA,NA,NA,NA,NA,NA,NA,NA,0.00708,3.03,marine,Finfish,4.565474
Sardinops sagax,"Herrings, sardines, anchovies",0.341443035510568,30,2.43,NA,0.669362517,1.912046035,NA,NA,NA,6.43,NA,0.009,3.099999905,marine,Finfish,53.726668
Sarpa salpa,Miscellaneous coastal fishes,1.95451525947249,51,2,NA,0.06794219,0.051365485,NA,NA,NA,0.95,NA,0.01259,3.04,marine,Finfish,37.370157
Sarpa salpa,Miscellaneous coastal fishes,1.95451525947249,51,2,NA,0.2952999,0.328111,NA,NA,NA,NA,NA,0.01259,3.04,marine,Finfish,39.019184
Sarpa salpa,Miscellaneous coastal fishes,1.95451525947249,51,2,NA,NA,NA,NA,NA,NA,NA,101,0.01259,3.04,marine,Finfish,39.019184
Sarpa salpa,Miscellaneous coastal fishes,1.95451525947249,51,2,NA,NA,NA,NA,NA,NA,NA,101,0.01259,3.04,marine,Finfish,39.019184
Saurida undosquamis,Miscellaneous coastal fishes,0.912031171735404,50,4.48,NA,0.046604096,0.09856896,NA,NA,NA,1.08,NA,0.006,3.049999952,marine,Finfish,37.370157
Scardinius erythrophthalmus,"Carps, barbels and other cyprinids",2.0703562548838,51,2.9,61,NA,NA,0.5,0.6,25,NA,138,0.00832,3.16,freshwater,Finfish,41.53
Scardinius erythrophthalmus,"Carps, barbels and other cyprinids",2.0703562548838,51,2.9,58,NA,NA,0.6,0.6,28,NA,138,0.00832,3.16,freshwater,Finfish,41.53
Sciaena umbra,Miscellaneous coastal fishes,7.91497220132208,57,3.99,NA,0.029361389,0.044963466,NA,NA,NA,1.47,213,0.0352,3.048000097,marine,Finfish,38.483333
Scomber japonicus,Miscellaneous pelagic fishes,2.5436992455097,52,3.09,NA,0.07855154,0.28699017,NA,NA,NA,1.9,242,0.00452,3.351000071,marine,Finfish,25.304304
Scomber japonicus,Miscellaneous pelagic fishes,2.5436992455097,52,3.09,NA,0.26101162,1.5055834,NA,NA,NA,7.2,260,0.00452,3.351000071,marine,Finfish,25.304304
Scomber japonicus,Miscellaneous pelagic fishes,2.5436992455097,52,3.09,NA,0.30790002,1.3226691,NA,NA,NA,7.9,211,0.00452,3.351000071,marine,Finfish,25.304304
Scomber japonicus,Miscellaneous pelagic fishes,2.5436992455097,52,3.09,NA,0.054496688,0.287629461,NA,NA,NA,NA,233,0.00452,3.351000071,marine,Finfish,41.630735
Scomber japonicus,Miscellaneous pelagic fishes,2.61079301228807,64,3.1,NA,0.007219944,0.030212316,NA,NA,NA,0.18,253,0.00776,3.06,marine,Finfish,36.5817
Scomber japonicus,Miscellaneous pelagic fishes,2.61079301228807,64,3.1,NA,0.064239966,0.247839375,NA,NA,NA,1.57,206,0.00776,3.06,marine,Finfish,36.5817
Scomber japonicus,Miscellaneous pelagic fishes,2.61079301228807,64,3.1,NA,0.034610989,0.136845296,NA,NA,NA,1.01,231,0.00776,3.06,marine,Finfish,36.5817
Scomber scombrus,Miscellaneous pelagic fishes,0.82866248603092,46,3.18,NA,NA,NA,NA,NA,NA,NA,109,0.00381,3.210000038,marine,Finfish,44.713712
Scomber scombrus,Miscellaneous pelagic fishes,0.82866248603092,46,3.18,NA,NA,NA,NA,NA,NA,NA,NA,0.00381,3.210000038,marine,Finfish,58.897259
Scomber scombrus,Miscellaneous pelagic fishes,0.82866248603092,46,3.18,NA,NA,NA,NA,NA,NA,NA,101,0.00381,3.210000038,marine,Finfish,39.019184
Scomber scombrus,Miscellaneous pelagic fishes,0.82866248603092,46,3.18,NA,NA,NA,NA,NA,NA,NA,NA,0.00381,3.210000038,marine,Finfish,58.897259
Scomber scombrus,Miscellaneous pelagic fishes,0.82866248603092,46,3.18,NA,NA,NA,NA,NA,NA,NA,81,0.00381,3.210000038,marine,Finfish,44.713712
Scomber scombrus,Miscellaneous pelagic fishes,0.82866248603092,46,3.18,NA,0.124525,0.9962,NA,NA,NA,NA,NA,0.00381,3.210000038,marine,Finfish,39.019184
Scomber scombrus,Miscellaneous pelagic fishes,2.61079301228807,64,3.1,NA,0.03589,0.14356,NA,NA,NA,NA,275,0.00776,3.06,marine,Finfish,39.019184
Scomberomorus commerson,"Tunas, bonitos, billfishes",65.3595714089116,205,4.5,NA,NA,NA,NA,NA,NA,NA,229,0.0099,2.950000048,marine,Finfish,9.71212
Scomberomorus guttatus,"Tunas, bonitos, billfishes",3.41761538848914,76,4.3,NA,NA,NA,NA,NA,NA,NA,171,0.00813,2.99,marine,Finfish,3.144341
Scomber scombrus,Miscellaneous pelagic fishes,2.61079301228807,64,3.9,NA,0.63154,0.4511,NA,NA,NA,6.94,NA,0.00776,3.06,marine,Finfish,23.372169
Scophthalmus rhombus,"Flounders, halibuts, soles",1.41067703168121,45,3.7,NA,0.05616975,0.3241797,NA,NA,NA,1.3,NA,0.01381,3.03,marine,Finfish,38.963745
Scophthalmus rhombus,"Flounders, halibuts, soles",4.45928946800826,75,3.79,NA,NA,NA,NA,NA,NA,NA,NA,0.0143,2.930000067,marine,Finfish,53.164164
Scophthalmus rhombus,"Flounders, halibuts, soles",4.45928946800826,75,3.79,NA,NA,NA,NA,NA,NA,NA,NA,0.0143,2.930000067,marine,Finfish,53.164164
Scorpaena porcus,Miscellaneous demersal fishes,0.76148819243574,37,3.9,NA,0.03976406,0.0705978,NA,NA,NA,0.8,NA,0.01349,3.03,marine,Finfish,37.966667
Scorpaena porcus,Miscellaneous demersal fishes,0.76148819243574,37,3.9,NA,0.03023034,0.09738876,NA,NA,NA,0.8,NA,0.01349,3.03,marine,Finfish,37.966667
Scorpaena porcus,Miscellaneous demersal fishes,0.76148819243574,37,3.9,NA,NA,NA,NA,NA,NA,NA,93,0.01349,3.03,marine,Finfish,37.966667
Scorpaena scrofa,Miscellaneous demersal fishes,1.67423175955184,50,4.3,NA,NA,NA,NA,NA,NA,NA,138,0.01288,3.01,marine,Finfish,39.019184
Scorpaena scrofa,Miscellaneous demersal fishes,1.67423175955184,50,4.3,NA,0.008993352,0.044770184,NA,NA,NA,0.68,NA,0.01288,3.01,marine,Finfish,37.966667
Scorpaena scrofa,Miscellaneous demersal fishes,1.67423175955184,50,4.3,NA,0.012286,0.055483576,NA,NA,NA,0.68,NA,0.01288,3.01,marine,Finfish,37.966667
Scorpaena scrofa,Miscellaneous demersal fishes,1.67423175955184,50,4.3,NA,NA,NA,NA,NA,NA,NA,152,0.01288,3.01,marine,Finfish,37.966667
Scorpaena scrofa,Miscellaneous demersal fishes,1.8103278294515,50,4.3,NA,0.031696854,0.1872388,NA,NA,NA,0.87,NA,0.031300001,2.802999973,marine,Finfish,38.963745
Sebastes flavidus,Miscellaneous demersal fishes,NA,66,4.1,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,marine,Finfish,46.25
Sebastes norvegicus,Miscellaneous demersal fishes,9.61632326593081,87,4.08,NA,NA,NA,NA,NA,NA,NA,NA,0.00977,3.09,marine,Finfish,NA
Sebastes norvegicus,Miscellaneous demersal fishes,9.61632326593081,87,4.08,NA,NA,NA,NA,NA,NA,NA,NA,0.00977,3.09,marine,Finfish,NA
Sebastes norvegicus,Miscellaneous demersal fishes,9.61632326593081,87,4.08,13,NA,NA,0.2,0.31,76,NA,77,0.00977,3.09,marine,Finfish,63.968654
Sebastes norvegicus,Miscellaneous demersal fishes,9.61632326593081,87,4.08,NA,0.135891427,0.184244062,NA,NA,NA,1.7,NA,0.00977,3.09,marine,Finfish,63.968654
Sebastes norvegicus,Miscellaneous demersal fishes,9.61632326593081,87,4.08,NA,0.250413631,0.454365294,NA,NA,NA,4.9,NA,0.00977,3.09,marine,Finfish,63.968654
Sebastes norvegicus,Miscellaneous demersal fishes,9.61632326593081,87,4.08,NA,0.141665946,0.302049199,NA,NA,NA,2.7,NA,0.00977,3.09,marine,Finfish,63.968654
Sebastes norvegicus,Miscellaneous demersal fishes,9.61632326593081,87,4.08,NA,0.246166231,0.367678954,NA,NA,NA,3.515,NA,0.00977,3.09,marine,Finfish,63.968654
Sebastes norvegicus,Miscellaneous demersal fishes,9.61632326593081,87,4.08,NA,NA,NA,NA,NA,NA,NA,NA,0.00977,3.09,marine,Finfish,63.968654
Sebastes norvegicus,Miscellaneous demersal fishes,9.61632326593081,87,4.08,NA,0.181738673,0.260703301,NA,NA,NA,2.4,NA,0.00977,3.09,marine,Finfish,63.968654
